# Digitized traces from Genet et al. (2023), their Fig 8 (wall volume [mL]).
# Extracted from the published figure by hue segmentation (provenance/reproduction).
# Where variations overlap (curves coincide) an occluded segment is completed from
# the nearest visible variation. columns: panel {pressure[kPa],volume[mL],torsion[deg]}, variation, x=time[ms], y.
panel,variation,x,y
pressure,130,194.31,11.7809
pressure,130,196.06,11.9253
pressure,130,197.81,12.0515
pressure,130,199.56,12.1418
pressure,130,201.31,12.2320
pressure,130,203.06,12.3222
pressure,130,204.81,12.3763
pressure,130,206.56,12.4485
pressure,130,208.32,12.5026
pressure,130,210.07,12.5567
pressure,130,211.82,12.5928
pressure,130,213.57,12.6289
pressure,130,215.32,12.6469
pressure,130,217.07,12.6830
pressure,130,218.82,12.6830
pressure,130,220.57,12.7191
pressure,130,222.32,12.7371
pressure,130,224.07,12.7552
pressure,130,225.82,12.7552
pressure,130,227.57,12.7552
pressure,130,229.32,12.7732
pressure,130,231.07,12.7732
pressure,130,232.82,12.7912
pressure,130,234.57,12.7912
pressure,130,236.32,12.7912
pressure,130,238.07,12.7912
pressure,130,239.82,12.7912
pressure,130,241.58,12.7912
pressure,130,243.33,12.7912
pressure,130,245.08,12.7732
pressure,130,246.83,12.7732
pressure,130,248.58,12.7732
pressure,130,250.33,12.7732
pressure,130,252.08,12.7552
pressure,130,253.83,12.7552
pressure,130,255.58,12.7552
pressure,130,257.33,12.7552
pressure,130,259.08,12.7371
pressure,130,260.83,12.7371
pressure,130,262.58,12.7371
pressure,130,264.33,12.7191
pressure,130,266.08,12.7191
pressure,130,267.83,12.7010
pressure,130,269.58,12.7010
pressure,130,271.33,12.7010
pressure,130,273.09,12.6830
pressure,130,274.84,12.6830
pressure,130,276.59,12.6649
pressure,130,278.34,12.6649
pressure,130,280.09,12.6649
pressure,130,281.84,12.6469
pressure,130,283.59,12.6469
pressure,130,285.34,12.6289
pressure,130,287.09,12.6289
pressure,130,288.84,12.6289
pressure,130,290.59,12.6108
pressure,130,292.34,12.6108
pressure,130,294.09,12.6108
pressure,130,295.84,12.5928
pressure,130,297.59,12.5928
pressure,130,299.34,12.5747
pressure,130,301.09,12.5747
pressure,130,302.84,12.5747
pressure,130,304.60,12.5567
pressure,130,306.35,12.5567
pressure,130,308.10,12.5387
pressure,130,309.85,12.5387
pressure,130,311.60,12.5206
pressure,130,313.35,12.5206
pressure,130,315.10,12.5206
pressure,130,316.85,12.5026
pressure,130,318.60,12.5026
pressure,130,320.35,12.4845
pressure,130,322.10,12.4845
pressure,130,323.85,12.4665
pressure,130,325.60,12.4665
pressure,130,327.35,12.4665
pressure,130,329.10,12.4485
pressure,130,330.85,12.4304
pressure,130,332.60,12.3943
pressure,130,334.35,12.3943
pressure,130,336.11,12.3582
pressure,130,337.86,12.3582
pressure,130,339.61,12.3222
pressure,130,341.36,12.2861
pressure,130,343.11,12.2680
pressure,130,344.86,12.2320
pressure,130,346.61,12.1959
pressure,130,348.36,12.1598
pressure,130,350.11,12.1237
pressure,130,351.86,12.0876
